image,question,answer
image3490,Why does this image show jaundice?,due to terminal alcoholic cirrhosis with shock and typical facial appearance of edema due to generalized capillary permeability increase or shock
image3490,Why does this image show jaundice due to terminal alcoholic cirrhosis with shock and typical facial appearance of edema?,due generalized capillary permeability increase or
image3491,What is present ?,metastatic pancreas carcinoma
image3491,What does this image show?,skull cap with obvious metastatic lesions primary in pancreas
image3491,What is present ?,"bone, calvarium"
image3491,What is present?,metastatic pancreas carcinoma
image3491,How does this image show skull cap?,with obvious metastatic lesions primary in pancreas 
image3492,What is present ?,"bone, calvarium"
image3492,What is present ?,meningioma in posterior fossa
image3492,What does this image show?,close-up natural color dr garcia tumors b67
image3492,What is present?,meningioma in posterior fossa
image3493,What is present?,cushings disease
image3493,What is present ?,cushings disease
image3493,When does this image show photos of lady?,before disease and after excellent
image3493,When does this image show photos of lady before disease and?,after excellent
image3493,What does this image show?,photos of lady before disease and after excellent
image3494,Why does this image show stenosis of foramen magnum?,due to subluxation atlas vertebra case 31
image3494,What does this image show?,stenosis of foramen magnum due to subluxation of atlas vertebra case 31
image3494,What is present?,rheumatoid arthritis
image3494,What is present ?,"bone, calvarium"
image3494,What is present ?,rheumatoid arthritis
image3495,What does this image show?,several rather large lesions
image3495,What is present ?,"bone, calvarium"
image3496,What is present ?,bilateral cleft palate
image3496,What is present?,bilateral cleft palate
image3497,What is present ?,odontoid process subluxation with narrowing of foramen magnum
image3497,What does this image show?,close-up view of foramen magnum
image3497,What is present?,odontoid process subluxation with narrowing of foramen magnum
image3498,What is present?,bilateral cleft palate
image3498,What is present ?,bilateral cleft palate
image3499,What is present ?,multiple myeloma
image3499,What is present?,multiple myeloma
image3499,What does this image show?,top of calvaria typical lesions source
image3500,What see protocol for details ?,absence of palpebral fissure cleft palate
image3500,What is present?,complex Craniofacial Abnormalities
image3500,What does this image show?,absence of palpebral fissure cleft palate large head see protocol for details
image3500,What does absence of palpebral fissure cleft palate see?,head see protocol for details
image3500,What large head see protocol for details?,absence of palpebral fissure cleft palate
image3500,What does absence of palpebral fissure cleft palate see?,protocol for details
image3500,What is present ?,complex Craniofacial Abnormalities
image3501,What does this image show?,lateral view close-up typical
image3502,What is present ?,bilateral cleft palate
image3502,What is present?,bilateral cleft palate
image3503,What is present?,basilar skull fracture
image3503,What is present ?,"bone, calvarium"
image3503,What is present ?,basilar skull fracture
image3504,What is present ?,Anencephaly and bilateral cleft palate
image3504,What is present?,Anencephaly and bilateral cleft palate
image3504,What does this image show?,frontal view close-up
image3505,What does this image show?,fixed tissue dissected eyes
image3505,What is present?,Conjoined twins cephalothoracopagus janiceps
image3505,What is present ?,Conjoined twins cephalothoracopagus janiceps
image3505,What dissected eyes ?,fixed tissue
image3506,What is present ?,rheumatoid arthritis
image3506,What is present ?,"bone, calvarium"
image3506,What is present?,rheumatoid arthritis
image3506,What does this image show?,fixed tissue saggital section stenotic foramen magnum
image3507,What is present ?,basal skull fracture
image3507,What is present ?,"bone, calvarium"
image3507,What is present?,basal skull fracture
image3508,What is present ?,Conjoined twins cephalothoracopagus janiceps
image3508,What is present ?,"bone, skull"
image3508,What is present?,Conjoined twins cephalothoracopagus janiceps
image3508,What does this image show?,opened skull showing base with two foramina magna
image3509,What does this image show?,severe body burns 24 hours anasarca
image3510,What is present?,potters facies
image3510,What is present ?,potters facies
image3511,What left side showing patency right side was not patent?,hemisection of nose
image3511,What is hemisection of nose left?,side showing patency right side was not patent
image3511,What does this image show?,hemisection of nose left side showing patency right side was not patent
image3511,What is hemisection of nose left?,side showing patency right side was not patent
image3511,What was side showing patency right side?,not patent
image3511,What is present?,choanal patency
image3511,What was not patent ?,side showing patency right side
image3511,What was side showing patency right side ?,not patent
image3511,What left side showing patency right side was not patent ?,hemisection of nose
image3511,What is present ?,choanal patency
image3511,What was not patent?,side showing patency right side
image3512,What is view of head with scalp retracted?,to show massive fractures
image3512,What is present ?,"bone, calvarium"
image3512,What is view of head with scalp retracted?,to show massive fractures
image3512,What retracted to show massive fractures ?,view of head with scalp
image3512,What does this image show?,view of head with scalp retracted to show massive fractures
image3512,What retracted to show massive fractures?,view of head with scalp
image3513,What does this image show?,view of middle ear areas with obvious hemorrhage in under-lying tissue
image3513,How does this image show view of middle ear areas?,with obvious hemorrhage in under-lying tissue 
image3513,What is present ?,basilar skull fracture
image3513,What is present ?,"bone, calvarium"
image3513,What is present?,basilar skull fracture
image3514,What does this image show?,close-up view of lesions slide which is brain from case
image3514,What is present?,basilar skull fracture
image3514,What is present ?,"bone, calvarium"
image3514,What is present ?,basilar skull fracture
image3515,What does this image show?,extensive lesions
image3515,What is present?,herpes zoster
image3515,What is present ?,herpes zoster
image3516,What is present ?,bilateral cleft palate
image3516,What is present?,bilateral cleft palate
image3517,How does this image show close-up view of base of skull?,with several well shown fractures 
image3517,What does this image show?,close-up view of base of skull with several well shown fractures
image3517,What well shown fractures ?,close-up view of base of skull with several
image3517,What is present ?,"bone, calvarium"
image3517,What is present ?,basilar skull fracture
image3517,What is present?,basilar skull fracture
image3518,What is present?,multiple myeloma
image3518,What is present ?,"bone, calvarium"
image3518,What is present ?,multiple myeloma
image3518,What does this image show?,dr garcia tumors b5
image3519,What is present?,potters facies
image3519,What is present ?,potters facies
image3520,What is present?,basilar skull fracture
image3520,What is present ?,"bone, calvarium"
image3520,What is present ?,basilar skull fracture
image3521,What does this image show?,head tilted with mouth
image3521,What is head tilted with mouth opened?,to show large defect very good illustration of this lesion
image3521,What is present ?,bilateral cleft palate
image3521,What opened to show large defect very good illustration of this lesion ?,head tilted with mouth
image3521,What is present?,bilateral cleft palate
image3521,How does this image show head tilted?,with mouth 
image3522,What is present ?,"bone, skull"
image3522,What is present?,metastatic carcinoma
image3522,What does this image show?,close-up view of meaty appearing metastatic lesion in temporal and posterior fossa
image3522,What is present ?,metastatic carcinoma
image3523,What does this image show?,opened base of skull with brain removed
image3523,What is lesion seen?,on surface right petrous bone
image3523,What removed?,opened base of skull with brain
image3523,What is lesion seen?,on surface right petrous bone
image3523,What removed ?,opened base of skull with brain
image3523,What is present ?,fibrous meningioma
image3523,What is present?,fibrous meningioma
image3524,What is present ?,beckwith-wiedemann syndrome
image3524,What are lateral view of head with ear lobe crease and web neck other photos in file whole body showing diastasis recti and kidneys with bilateral pelvic-ureteral strictures ?,anterior face
image3524,What is present?,beckwith-wiedemann syndrome
image3524,What does this image show?,lateral view of head with ear lobe crease and web neck other photos in file are anterior face whole body showing diastasis recti and kidneys with bilateral pelvic-ureteral strictures
image3524,What are lateral view of head with ear lobe crease and web neck other photos in file whole body showing diastasis recti and kidneys with bilateral pelvic-ureteral strictures?,anterior face
image3524,What are anterior face whole body showing diastasis recti and kidneys with bilateral pelvic-ureteral strictures?,lateral view of head ear lobe crease web neck other photos in file
image3524,What are anterior face whole body showing diastasis recti and kidneys with bilateral pelvic-ureteral strictures ?,lateral view of head ear lobe crease web neck other photos in file
image3525,What is slide?,fractures brain which and close-up view of these fractures
image3525,What is present ?,"bone, calvarium"
image3525,What is slide ?,fractures brain which and close-up view of these fractures
image3525,What is present?,basilar skull fracture
image3525,What does this image show?,fractures brain which is slide and close-up view of these fractures is slide
image3525,What is present ?,basilar skull fracture
image3526,What does this image show?,neutrophils and basophil
image3527,What does this image show?,electron micrograph
image3528,What is present?,metastatic malignant ependymoma
image3528,What does this image show?,x-ray chest left hilar mass tumor in hilar node
image3528,What left hilar mass tumor in hilar node?,x-ray chest
image3529,What is present?,pneumothorax x-ray infant
image3529,What does this image show?,x-ray nicely shown pneumothorax in infant
image3530,What is present?,pneumothorax x-ray infant
image3530,What does this image show?,x-ray close-up to show collapsed lung very easily seen
image3531,What does this image show?,chest x-ray
image3532,What does this image show?,herpes simplex virus
image3533,"How does this image show brain, herpes encephalitis?",with inclusion bodies 
image3534,What does this image show?,neural tube defect
image3535,What is present?,carcinomatous meningitis
image3535,What does this image show?,looks like spindle cell tumor filling space well shown primary not known at time
image3536,What does this image show?,bacterial meningitis
image3537,What does this image show?,bacterial meningitis
image3538,What is present?,Lewy body
image3539,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
image3540,"Why does this image show brain, intraparenchymal hemorrhage?",due to ruptured aneurysm
image3541,What spotted fever?,vasculitis due to rocky mountain
image3542,"Why does this image show brain, infarct and hemorrhage?",due to ruptured saccular aneurysm thrombosis of right middle cerebral artery
image3543,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
image3544,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery plamacytic astrocytes
image3545,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
image3546,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
image3547,"Why does this image show brain, subarachanoid hemorrhage and hematoma?",due to ruptured aneurysm
image3548,"Why does this image show brain, infarct and hemorrhage?",due to ruptured saccular aneurysm thrombosis of right middle cerebral artery
image3549,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery plasmacytic astrocytes
image3550,What is present?,senile plaque
image3551,What does this image show?,bacterial meningitis
image3552,Why does this image show spinal cord injury?,due to vertebral column trauma
image3552,What does this image show?,spinal cord injury due to vertebral column trauma
image3553,What does this image show?,bacterial meningitis
image3554,What does this image show?,brain lymphoma
image3555,What does this image show?,neural tube defect
image3556,What does this image show?,spinal cord injury due to vertebral column trauma
image3556,Why does this image show spinal cord injury?,due to vertebral column trauma
image3557,What is present?,neutrophil gram positive diplococci
image3557,What is present?,spinal fluid
image3557,What does this image show?,gram organisms well shown
image3558,What does this image show?,neural tube defect
image3559,What does this image show?,neural tube defect
image3560,What is present?,meningitis purulent
image3560,What does this image show?,grams stain gram negative bacteria
image3561,What does this image show?,spinal cord injury due to vertebral column trauma
image3561,Why does this image show spinal cord injury?,due to vertebral column trauma
image3562,Why does this image show spinal cord injury?,due to vertebral column trauma
image3562,What does this image show?,spinal cord injury due to vertebral column trauma
image3563,What is present?,meningitis acute
image3563,What does this image show?,typical not the best micrograph
image3564,What does this image show?,neural tube defect
image3565,What does this image show?,leg - muscle wasting
image3566,What does this image show?,dysraphism encephalocele occipital premature female no chromosomal defects lived one day
image3566,What is no chromosomal defects lived?,one day
image3566,What lived one day?,no chromosomal defects
image3567,What does this image show?,dysraphism encephalocele occipital premature female no chromosomal defects lived one day
image3567,What lived one day?,no chromosomal defects
image3567,What is no chromosomal defects lived?,one day
image3568,What is no chromosomal defects lived?,one day
image3568,What lived one day?,no chromosomal defects
image3568,What does this image show?,dysraphism encephalocele occipital premature female no chromosomal defects lived one day
image3569,What does this image show?,neural tube defect
image3570,What does this image show?,neural tube defect
image3571,What does this image show?,neural tube defect
image3572,What does this image show?,pulmonary thromboemboli
image3573,What does this image show?,lung fibrosis
image3574,What does this image show?,lung fibrosis
image3575,What does this image show?,pulmonary thromboemboli
image3576,What does this image show?,lung fibrosis
image3577,What does this image show?,pulmonary thromboemboli
image3578,What does this image show?,pulmonary thromboemboli
image3579,What does this image show?,lung fibrosis
image3580,What does this image show?,cryptococcal pneumonia
image3581,What does this image show?,pulmonary thromboemboli
image3582,What does this image show?,pulmonary thromboemboli
image3583,What does this image show?,thromboembolus from leg veins in pulmonary artery
image3584,What does this image show?,pulmonary thromboemboli
image3585,What does this image show?,pleural cavity
image3586,What does this image show?,subacute pulmonary thromboembolus with acute infarct
image3586,How does this image show subacute pulmonary thromboembolus?,with acute infarct 
image3587,What does this image show?,thromboembolus from leg veins in pulmonary artery
image3588,What does this image show?,thromboembolus from leg veins in pulmonary artery
image3589,What does this image show?,lung fibrosis
image3590,What does this image show?,pleural cavity
image3591,What does this image show?,normal lung
image3592,What does this image show?,normal lung
image3593,What does this image show?,lung abscess
image3594,What does this image show?,normal lung
image3595,What does this image show?,normal lung
image3596,What does this image show?,subacute pulmonary thromboembolus with acute infarct
image3596,How does this image show subacute pulmonary thromboembolus?,with acute infarct 
image3597,What does this image show?,normal lung
image3598,What does this image show?,lung carcinoma
image3599,How does this image show subacute pulmonary thromboembolus?,with acute infarct 
image3599,What does this image show?,subacute pulmonary thromboembolus with acute infarct
image3600,What does this image show?,normal lung
image3601,What does this image show?,aspiration pneumonia
image3602,What does this image show?,lung carcinoma
image3603,What is present?,papilloma on vocal cord
image3604,What does this image show?,ulcerative lesion right pyriform sinus well shown
image3604,What is present?,squamous cell carcinoma
image3605,What is present?,squamous cell carcinoma
image3605,What does this image show?,large ulcerated and necrotic appearing lesion
image3606,Why does this image show good example probably?,due to intubation
image3606,What does this image show?,good example probably due to intubation
image3606,What is present?,acute inflammation
image3607,What is ulcerative lesion left?,true cord quite good
image3607,What left true cord quite good?,ulcerative lesion
image3607,What is present?,squamous cell carcinoma
image3607,What does this image show?,ulcerative lesion left true cord quite good
image3608,What does this image show?,large lesion good but not the best
image3609,What is present?,squamous cell carcinoma
image3610,What does this image show?,large ulcers probably secondary to tube
image3611,What left true cord quite good?,ulcerative lesion
image3611,What does this image show?,ulcerative lesion left true cord quite good
image3611,What is present?,squamous cell carcinoma
image3611,What is ulcerative lesion left?,true cord quite good
image3612,What is present?,edema hypopharynx
image3613,What does this image show?,excellent very large ulcerative lesion
image3613,What is present?,squamous cell carcinoma
image3614,What does this image show?,excellent example intubation lesion with tracheitis
image3615,What does this image show?,excellent lesion on true cord spreading down
image3616,How does this image show tongue and unopened larynx with blood clot over larynx chronic myeloproliferative disease?,acute trans-formation bleeding disorder 
image3616,What does this image show?,tongue and unopened larynx with blood clot over larynx chronic myeloproliferative disease with acute trans-formation and bleeding disorder
image3617,What does this image show?,unopened larynx viewed from hypopharynx mass of necrotic tissue
image3618,What is present?,ulcer with candida infection
image3618,What does this image show?,large ulcer on right cord with hyperemia case of leukemia with candida infection
image3618,How does this image show large ulcer on right cord?,with hyperemia case of leukemia with candida infection 
image3619,What is present?,hypopharyngeal edema
image3620,What is present?,hypopharyngeal edema
image3621,Why does this image show large hemorrhagic lesion about left cord?,due to tube and candida possibly the portal of entry case of myeloproliferative syndrome with pancytopenia
image3621,How does this image show large hemorrhagic lesion about left cord due to tube and candida possibly the portal of entry case of myeloproliferative syndrome?,with pancytopenia 
image3621,What does this image show?,large hemorrhagic lesion about left cord due to tube and candida possibly the portal of entry case of myeloproliferative syndrome with pancytopenia
image3622,What is present?,squamous cell carcinoma
image3622,What does this image show?,view of ulcerative lesion at base of tongue laterally quite good
image3623,What is this of a lesion seldom seen at autopsy slide?,a very good example
image3623,What does this image show?,close-up view of very edematous hypopharyngeal mucosa with opened larynx is a very good example of a lesion seldom seen at autopsy slide is a more distant view of specimen after fixation
image3623,When does this image show close-up view of very edematous hypopharyngeal mucosa with opened larynx this is a very good example of a lesion seldom seen at autopsy slide is a more distant view of this specimen?,after fixation
image3623,When is close-up view of very edematous hypopharyngeal mucosa with opened larynx this is a very good example of a lesion seldom seen at autopsy slide a more distant view of this specimen?,after fixation
image3623,What is a more distant view of this specimen after fixation?,close-up very edematous hypopharyngeal mucosa with opened larynx very good example lesion seldom seen at autopsy slide
image3624,What is slide in natural color of the edematous mucosal membrane?,a close-up
image3624,What does this image show?,fixed tissue quite good example of hypopharyngeal edema larynx is opened slide is a close-up in natural color of the edematous mucosal membrane
image3624,What is quite good example of hypopharyngeal edema larynx opened is a close-up in natural color of the edematous mucosal membrane?,opened slide
image3624,What is opened slide is a close-up in natural color of the edematous mucosal membrane?,quite good example hypopharyngeal edema larynx
image3625,What does this image show?,larynx is mass of necrotic tissue
image3626,What does this image show?,periodontal fibroma
image3627,What does this image show?,large fungating lesion
image3628,What does this image show?,dentigerous cyst
image3629,What is in hypopharynx?,unopened larynx seen from above edema
image3629,What is unopened larynx seen from above edema in?,in hypopharynx
image3629,What does this image show?,unopened larynx seen from above edema really is in hypopharynx
image3630,What is metastatic carcinoma x-ray ?,ray present
image3630,What is present ?,metastatic carcinoma x-ray
image3630,What is present ?,"bone, skull"
image3630,What is metastatic carcinoma x-ray?,ray present
image3630,What is present?,metastatic carcinoma x-ray
image3630,What does this image show?,x-ray skull cap multiple lytic lesions prostate adenocarcinoma
image3631,What is present?,chromophobe adenoma
image3631,What does this image show?,x-ray showing large sella turcica
image3631,What is present ?,"bone, calvarium"
image3631,What is present ?,chromophobe adenoma
image3632,What shows partially destroyed bone and large soft tissue mass?,this x-ray of sella turcica after removal postmort
image3632,What is present?,malignant adenoma
image3632,Where does this x-ray been taken?,endocrine system
image3632,What shows partially destroyed bone and large soft tissue mass ?,this x-ray of sella turcica after removal postmort
image3632,What is present ?,malignant adenoma
image3633,Where does this x-ray been taken?,endocrine system
image3634,What does this image show?,x-ray sella
image3634,What is present?,chromophobe adenoma
image3634,Where does this x-ray been taken?,endocrine system
image3634,What is present ?,chromophobe adenoma
image3635,What is present?,chromophobe adenoma
image3635,Where does this x-ray been taken?,endocrine system
image3635,What is present ?,chromophobe adenoma
image3635,What does this image show?,x-ray sella
image3636,What does this image show?,adrenal medullary tumor
image3636,Where does this belong to?,endocrine system
image3637,Where does this belong to?,endocrine system
image3638,What does this image show?,parathyroid hyperplasia
image3638,Where does this belong to?,endocrine system
image3639,Where does this belong to?,endocrine system
image3640,What does this image show?,adrenal glands
image3640,Where does this belong to?,endocrine system
image3641,Where does this belong to?,endocrine system
image3642,Where does this belong to?,endocrine system
image3642,What does this image show?,adrenal medullary tumor
image3643,Where does this belong to?,endocrine system
image3644,What does this image show?,parathyroid hyperplasia
image3644,Where does this belong to?,endocrine system
image3645,Where does this belong to?,endocrine system
image3646,Where does this belong to?,endocrine system
image3647,What does this image show?,adrenal phaeochromocytoma
image3647,Where does this belong to?,endocrine system
image3648,Where does this belong to?,endocrine system
image3649,What does this image show?,hashimoto 's thyroiditis
image3649,Where does this belong to?,endocrine system
image3650,Where does this belong to?,endocrine system
image3651,Where does this belong to?,endocrine system
image3652,Where does this belong to?,endocrine system
image3653,Where does this belong to?,endocrine system
image3654,Where does this belong to?,endocrine system
image3655,Where does this belong to?,endocrine system
image3655,What does this image show?,adrenal phaeochromocytoma
image3656,Where does this belong to?,endocrine system
image3657,Where does this belong to?,endocrine system
image3658,Where does this belong to?,endocrine system
image3659,What does this image show?,adrenal gland
image3659,Where does this belong to?,endocrine system
image3660,Where does this belong to?,endocrine system
image3661,Where does this belong to?,endocrine system
image3662,What is present?,chromophobe adenoma
image3662,What is present ?,chromophobe adenoma
image3662,What does this image show?,excised sella
image3662,Where does this belong to?,endocrine system
image3663,Where does this belong to?,endocrine system
image3663,What is present?,chromophobe adenoma
image3663,What does this image show?,fixed tissue inferior view of cerebral hemisphere with cerebellum and brainstexcised
image3663,What is present ?,chromophobe adenoma
image3664,Where does this belong to?,endocrine system
image3665,Where does this belong to?,endocrine system
image3666,Where does this belong to?,endocrine system
image3667,Where does this belong to?,endocrine system
image3668,Where does this belong to?,endocrine system
image3668,What does this image show?,fixed tissue close-up view typical early hemorrhage in cortex
image3669,What does this image show?,fixed tissue but very good example in cross section
image3669,What is present?,cortical nodule
image3669,What is present ?,cortical nodule
image3669,Where does this belong to?,endocrine system
image3670,What is present?,chromophobe adenoma
image3670,What is present ?,chromophobe adenoma
image3670,Where does this belong to?,endocrine system
image3670,What does this image show?,fixed tissue coronal sections hemispheres with large inferior lesion
image3671,What is present ?,cortical nodule
image3671,What is fixed tissue sectioned?,gland rather large lesion
image3671,What sectioned gland rather large lesion ?,fixed tissue
image3671,Where does this belong to?,endocrine system
image3671,What is present?,cortical nodule
image3671,What does this image show?,fixed tissue sectioned gland rather large lesion
image3671,What is fixed tissue sectioned?,gland rather large lesion
image3671,What sectioned gland rather large lesion?,fixed tissue
image3672,Where does this belong to?,endocrine system
image3673,Where does this belong to?,endocrine system
image3674,"How does this image show thyroid, nodular colloid goiter?",with cystic degeneration 
image3674,Where does this belong to?,endocrine system
image3675,Where does this belong to?,endocrine system
image3676,What is obvious?,external view of gland with knife cuts into parenchyma hemorrhage
image3676,What does this image show?,external view of gland with knife cuts into parenchyma hemorrhage is obvious
image3676,Where does this belong to?,endocrine system
image3676,What is obvious ?,external view of gland with knife cuts into parenchyma hemorrhage
image3677,How does this image show sectioned glands?,with obvious hemorrhage 
image3677,Where does this belong to?,endocrine system
image3677,What does this image show?,sectioned glands with obvious hemorrhage
image3678,Where does this belong to?,endocrine system
image3679,Where does this belong to?,endocrine system
image3680,Where does this belong to?,endocrine system
image3681,Where does this belong to?,endocrine system
image3681,What does this image show?,adrenal tumor
image3682,Where does this belong to?,endocrine system
image3683,Where does this belong to?,endocrine system
image3684,Where does this belong to?,endocrine system
image3685,Where does this belong to?,endocrine system
image3685,What hemorrhage on one side kidneys are jaundiced ?,section of both and adrenals
image3685,What does this image show?,section of both kidneys and adrenals hemorrhage on one side kidneys are jaundiced
image3685,What hemorrhage on one side kidneys are jaundiced?,section of both and adrenals
image3686,Where does this belong to?,endocrine system
image3687,What cut surface close-up view rather good apparently non-functional ?,fixed tissue
image3687,What is fixed tissue cut?,surface close-up view rather good apparently non-functional
image3687,What does this image show?,fixed tissue cut surface close-up view rather good apparently non-functional
image3687,Where does this belong to?,endocrine system
image3687,What is fixed tissue cut?,surface close-up view rather good apparently non-functional
image3687,What cut surface close-up view rather good apparently non-functional?,fixed tissue
image3688,What does this image show?,fixed tissue close-up view shows tumor very well lung adenocarcinoma
image3688,What is present?,metastatic carcinoma
image3688,Where does this belong to?,endocrine system
image3688,What is present ?,metastatic carcinoma
image3689,Where does this belong to?,endocrine system
image3689,What is present?,cortical nodule
image3689,What is present ?,cortical nodule
image3689,What does this image show?,fixed tissue but color not bad typical lesion
image3690,What does this image show?,cut surface 3 cm lesion very good
image3690,Where does this belong to?,endocrine system
image3691,What does this image show?,fixed tissue but not bad color stillborn infant maternal sepsis e coli hemorrhaged into peritoneum
image3691,Where does this belong to?,endocrine system
image3692,What does this image show?,nicely shown single nodule close-up
image3692,What is present?,cortical nodule
image3692,Where does this belong to?,endocrine system
image3692,What is present ?,cortical nodule
image3693,What is present?,metastatic carcinoma lung
image3693,What does this image show?,extensive lesions scar carcinoma in lung
image3693,Where does this belong to?,endocrine system
image3693,What is present ?,metastatic carcinoma lung
image3694,Where is this from?,female reproductive system
image3694,What is present?,female reproductive
image3694,What is present ?,female reproductive
image3695,Where is this from?,female reproductive system
image3695,What is present ?,female reproductive
image3695,What is present?,female reproductive
image3696,What does this image show?,malignant gland and stoma
image3696,What is present?,female reproductive
image3696,What is present ?,mixed mesodermal tumor
image3696,What is present?,mixed mesodermal tumor
image3696,Where is this from?,female reproductive system
image3696,What is present ?,female reproductive
image3697,What is present ?,syncytial knots
image3697,What is present?,female reproductive
image3697,Where is this from?,female reproductive system
image3697,What is present ?,female reproductive
image3697,What is present?,syncytial knots
image3698,What is present ?,mixed mesodermal tumor
image3698,What is present ?,female reproductive
image3698,What well shown ?,malignant gland and stoma
image3698,Where is this from?,female reproductive system
image3698,What is present?,mixed mesodermal tumor
image3698,What does this image show?,malignant gland and stoma well shown
image3698,What is present?,female reproductive
image3699,What is present?,female reproductive
image3699,What is present ?,female reproductive
image3699,Where is this from?,female reproductive system
image3700,What is present ?,female reproductive
image3700,What is present?,female reproductive
image3700,Where is this from?,female reproductive system
image3701,What stain?,alpha smooth muscle actin immunohistochemical
image3701,What is present?,female reproductive
image3701,Where is this from?,female reproductive system
image3701,What stain ?,"leiomyoma, alpha smooth muscle actin immunohistochemical"
image3701,What is present ?,female reproductive
image3702,Where is this from?,female reproductive system
image3702,What is present ?,female reproductive
image3702,What does this image show?,normal breast
image3702,What is present?,female reproductive
image3703,What does this image show?,normal breast
image3703,What is present?,female reproductive
image3703,Where is this from?,female reproductive system
image3703,What is present ?,female reproductive
image3704,What is present ?,female reproductive
image3704,Where is this from?,female reproductive system
image3704,What is present?,female reproductive
image3705,What is present?,female reproductive
image3705,What is present ?,female reproductive
image3705,Where is this from?,female reproductive system
image3706,What does this image show?,normal breast
image3706,What is present ?,female reproductive
image3706,What is present?,female reproductive
image3706,Where is this from?,female reproductive system
image3707,What stain?,alpha smooth muscle actin immunohistochemical
image3707,What is present ?,female reproductive
image3707,What stain ?,"normal uterus, alpha smooth muscle actin immunohistochemical"
image3707,Where is this from?,female reproductive system
image3707,What is present?,female reproductive
image3707,What does this image show?,normal uterus
image3708,Where is this from?,female reproductive system
image3708,What is present ?,female reproductive
image3708,What is present?,female reproductive
image3709,What is present?,female reproductive
image3709,Where is this from?,female reproductive system
image3709,What is present ?,female reproductive
image3710,What is present ?,female reproductive
image3710,What is present?,female reproductive
image3710,Where is this from?,female reproductive system
image3711,What is present?,female reproductive
image3711,What is present?,fetus developing very early
image3711,What is present ?,fetus developing very early
image3711,What is present ?,female reproductive
image3711,Where is this from?,female reproductive system
image3712,What is present?,female reproductive
image3712,What is present?,mixed mesodermal tumor
image3712,Where is this from?,female reproductive system
image3712,What does this image show?,adenocarcinoma in pelvic peritoneum
image3712,What is present ?,female reproductive
image3712,What is present ?,mixed mesodermal tumor
image3713,Where is this from?,female reproductive system
image3713,What is present ?,female reproductive
image3713,What is present?,female reproductive
image3714,What is present ?,female reproductive
image3714,Where is this from?,female reproductive system
image3714,What is present?,female reproductive
image3715,What is present?,fetus developing very early
image3715,What is present?,female reproductive
image3715,What is present ?,female reproductive
image3715,What is present ?,fetus developing very early
image3715,Where is this from?,female reproductive system
image3716,Where is this from?,female reproductive system
image3716,What is present ?,female reproductive
image3716,What is present?,female reproductive
image3717,Where is this from?,female reproductive system
image3717,What is present?,female reproductive
image3717,What is present ?,female reproductive
image3718,What is present ?,female reproductive
image3718,Where is this from?,female reproductive system
image3718,What is present?,female reproductive
image3718,What does this image show?,normal uterus
image3719,What is present?,female reproductive
image3719,Where is this from?,female reproductive system
image3719,What is present ?,female reproductive
image3720,What is present?,female reproductive
image3720,Where is this from?,female reproductive system
image3720,What is present ?,female reproductive
image3721,What is present?,female reproductive
image3721,What is present ?,female reproductive
image3721,Where is this from?,female reproductive system
image3722,What is present ?,female reproductive
image3722,What is present?,hilar cell tumor
image3722,What is present?,female reproductive
image3722,What is present ?,hilar cell tumor
image3722,Where is this from?,female reproductive system
image3723,What is present ?,female reproductive
image3723,Where is this from?,female reproductive system
image3723,What is present?,female reproductive
image3724,What is present?,female reproductive
image3724,What is present ?,female reproductive
image3724,Where is this from?,female reproductive system
image3725,What does this image show?,mastectomy scars with skin metastases
image3725,How does this image show mastectomy scars?,with skin metastases 
image3726,What does this image show?,mastectomy scars with skin metastases
image3726,How does this image show mastectomy scars?,with skin metastases 
image3727,What does this image show?,a whole body photo
image3728,What does this image show?,fixed tissue
image3729,What does this image show?,opened abdominal cavity with extensive tumor implants on omentum and bowel
image3730,What does this image show?,rather close-up excellent depiction of lesions of tuberculous peritonitis
image3731,What is present?,tuberculous peritonitis
image3731,What is present ?,tuberculous peritonitis
image3731,What does this image show?,opened abdominal cavity with atypically large lesions looking more like metastatic carcinoma
image3732,What is present ?,acute peritonitis
image3732,What is present?,acute peritonitis
image3732,What does this image show?,opened peritoneum with fibrinopurulent peritonitis
image3733,What does this image show?,nodular mass with kidney seen on one side photo of little use without showing cut surface
image3733,How does this image show nodular mass?,with kidney seen on one side photo of little use without showing cut surface 
image3733,What is present?,retroperitoneal liposarcoma
image3733,What is nodular mass with kidney seen?,on one side photo of little use without showing cut surface
image3733,What is present ?,retroperitoneal liposarcoma
image3733,What seen on one side photo of little use without showing cut surface ?,nodular mass with kidney
image3734,What does an opened peritoneal cavity cause by fibrous band strangulation see?,other slides
image3734,What see other slides?,an opened peritoneal cavity cause by fibrous band strangulation
image3734,What does an opened peritoneal cavity cause by fibrous band strangulation see?,other slides
image3734,What does this image show?,an opened peritoneal cavity cause by fibrous band strangulation see other slides
