image,question,answer
image5207,What does this image show?,normal esophagus
image5208,What ingested as suicide attempt ?,"stomach, necrotizing esophagitis and gastritis, sulfuric acid"
image5208,"What is stomach , necrotizing esophagitis and gastritis , sulfuric acid ingested?",as suicide attempt
image5208,Where does this belong to?,gastrointestinal system
image5209,Where does this belong to?,gastrointestinal system
image5210,Where does this belong to?,gastrointestinal system
image5211,Where does this belong to?,gastrointestinal system
image5212,What does this image show?,stomach and esophagus
image5212,Where does this belong to?,gastrointestinal system
image5213,Where does this belong to?,gastrointestinal system
image5213,What does this image show?,sigmoid colon
image5214,Where does this belong to?,gastrointestinal system
image5215,Why does this image show esophageal varices?,due to alcoholic cirrhosis
image5215,What does this image show?,esophageal varices due to alcoholic cirrhosis
image5215,Where does this belong to?,gastrointestinal system
image5216,Where does this belong to?,gastrointestinal system
image5217,What is embryo-fetus ?,fetus present
image5217,What is embryo-fetus?,fetus present
image5217,What does this image show?,pharyngeal pouch remnant
image5218,What does this image show?,hepatitis b virus
image5219,What does this image show?,hepatitis b virus
image5220,What does this image show?,hepatitis b virus
image5221,What does this image show?,hepatitis b virus
image5222,What does this image show?,hepatitis b virus
image5223,What does this image show?,lymph node
image5224,What does this image show?,lymph node
image5225,What does this image show?,lymph node
image5226,What does this image show?,lymph node
image5227,What does this image show?,lymph node
image5228,What does this image show?,lymph nodes
image5229,How does this image show typical area of caseous necrosis?,with nearby early granuloma quite good source unknown 
image5229,What does this image show?,typical area of caseous necrosis with nearby early granuloma quite good source unknown
image5229,What is present?,lymph node
image5230,What does this image show?,lymph nodes
image5231,What does this image show?,lymph nodes
image5232,What does this image show?,stomach primary
image5232,What is present?,lymph node
image5232,What is present?,metastatic carcinoma
image5233,What does this image show?,lymph node
image5234,What does this image show?,lymph node
image5235,What is present?,lymph node
image5236,What does this image show?,nice example lymphocyte depleted medullary area
image5236,What is present?,lymph node
image5236,What is present?,Di george syndrome
image5237,What does this image show?,lymph nodes
image5238,What does this image show?,good example necrotizing granuloma with giant cells
image5238,What is present?,lymph node
image5239,What does this image show?,lymph nodes
image5240,What does this image show?,lymph nodes
image5241,What is present?,burkitts lymphoma
image5241,What does this image show?,excellent for starry sky appearance but not the best histology source
image5241,What is present?,lymph node
image5242,What does this image show?,external view with capsule stripped
image5242,How does this image show external view?,with capsule stripped 
image5242,What is present?,multiple cysts
image5243,What does this image show?,obviously greatly swollen and pale kidney
image5243,What is present?,transplant acute rejection
image5244,What does this image show?,prostatic hyperplasia
image5245,What does this image show?,normal kidney
image5246,What is present?,polycystic disease infant
image5246,What does this image show?,kidneys in situ with other organs removed dramatic demonstration of size of kidneys
image5246,What is other organs removed?,dramatic demonstration of size of kidneys
image5246,What removed dramatic demonstration of size of kidneys?,other organs
image5247,What is present?,renal cell carcinoma
image5248,What is present?,ischemia newborn
image5249,What does this image show?,kidney candida abscesses from patient with acute myelogenous leukemia
image5250,What is present?,metastatic carcinoma lung
image5250,What does this image show?,single large lesion quite good
image5251,What does this image show?,staghorn calculi in renal pelvis
image5252,What does this image show?,cut surface
image5253,What does this image show?,hemolytic disease of newborn
image5254,What does this image show?,herpes zoster
image5255,Where is this electron microscopy figure taken?,gastrointestinal system
image5256,What does this image show?,malignant cells mixed mesodermal tumor of uterus
image5256,What is present?,peritoneal fluid
image5256,What is present ?,peritoneal fluid
image5257,What does this image show?,coronary artery atherosclerosis diagram
image5258,What does this image show?,coronary artery atherosclerosis diagram
image5259,Where is this part in the figure?,endocrine system
image5259,What does this image show?,parathyroid adenoma
image5260,Where is this part in the figure?,endocrine system
image5261,"How does this image show adrenal, polyarteritis nodosa?",with infarct 
image5261,Where is this part in the figure?,endocrine system
image5262,Where is this part in the figure?,endocrine system
image5263,What does this image show?,parathyroid adenoma
image5263,Where is this part in the figure?,endocrine system
image5264,Where is this part in the figure?,endocrine system
image5265,Where is this part in the figure?,endocrine system
image5266,What does this image show?,primary in stomach
image5266,Where is this part in the figure?,endocrine system
image5266,What is present?,metastatic carcinoma
image5266,What is present ?,metastatic carcinoma
image5267,What does this image show?,hyalin material in pituitary which is amyloid
image5267,Where is this part in the figure?,endocrine system
image5268,What was section through pituitary stalk showing what remains sella of type i diabetes with pituitectomy for retinal lesions 9 years ?,empty case
image5268,Where is this part in the figure?,endocrine system
image5268,What was empty case of type i diabetes with pituitectomy for retinal lesions 9 years ?,section through pituitary stalk showing what remains sella
image5268,What was sella of type i diabetes with pituitectomy for retinal lesions 9 years?,empty case
image5269,What does this image show?,typical lesion in small artery just outside capsule
image5269,What is present?,atheromatous embolus
image5269,What is present ?,atheromatous embolus
image5269,Where is this part in the figure?,endocrine system
image5270,What does this image show?,hashimoto 's thyroiditis
image5270,Where is this part in the figure?,endocrine system
image5271,What does this image show?,hashimoto 's thyroiditis
image5271,Where is this part in the figure?,endocrine system
image5272,Where is this part in the figure?,endocrine system
image5272,What does this image show?,iron stain
image5273,What has folds?,outside adrenal capsule section
image5273,What does this image show?,healing lesion in medium size artery just outside adrenal capsule section has folds
image5273,What is present?,polyarteritis nodosa
image5273,What has folds ?,healing lesion in medium size artery just outside adrenal capsule section
image5273,What is present ?,polyarteritis nodosa
image5273,Where is this part in the figure?,endocrine system
image5274,What does this image show?,hashimoto 's thyroiditis
image5274,Where is this part in the figure?,endocrine system
image5275,What does this image show?,pigment in area of zona glomerulosa
image5275,Where is this part in the figure?,endocrine system
image5276,What is present ?,mucoepidermoid carcinoma
image5276,What is present?,mucoepidermoid carcinoma
image5276,Where is this part in the figure?,endocrine system
image5276,What does this image show?,nice photo of parotid on one side with tumor capsule and obvious invasive tumor
image5277,What is present ?,normal immature infant
image5277,Where is this part in the figure?,endocrine system
image5277,What is present?,normal immature infant
image5278,What does this image show?,hashimoto 's thyroiditis
image5278,Where is this part in the figure?,endocrine system
image5279,What does this image show?,thyroid gland
image5279,Where is this part in the figure?,endocrine system
image5280,Where is this part in the figure?,endocrine system
image5280,What is present?,normal immature infant
image5280,What is present ?,normal immature infant
image5281,Where does this part belong to?,female reproductive system
image5282,What does this image show?,vaginal herpes
image5282,Where does this part belong to?,female reproductive system
image5283,What is present?,no tissue recognizable as ovary
image5283,What is present ?,female reproductive
image5283,What is present?,female reproductive
image5283,What is present?,mucinous cystadenocarcinoma
image5283,Where does this belong to?,female reproductive system
image5283,What is present ?,external view typical appearance but no tissue recognizable as ovary
image5283,What does this image show?,external view typical appearance
image5283,What is present ?,mucinous cystadenocarcinoma
image5284,Where does this part belong to?,female reproductive system
image5284,What is present?,mixed mesodermal tumor
image5284,What does this image show?,opened uterus with polypoid mass
image5284,What is present?,female reproductive
image5284,What is present ?,female reproductive
image5284,What is present ?,mixed mesodermal tumor
image5285,Where does this belong to?,female reproductive system
image5285,What does this image show?,fixed tissue saggital section of organ with bosselated myoma
image5285,What is present?,female reproductive
image5285,What is present ?,female reproductive
image5286,What does this image show?,opened uterus with adnexa and hemorrhagic mass in ovary
image5286,What is present?,female reproductive
image5286,What is present?,hemorrhagic corpus luteum
image5286,Where does this belong to?,female reproductive system
image5286,What is present ?,hemorrhagic corpus luteum
image5286,What is present ?,female reproductive
image5287,Where does this belong to?,female reproductive system
image5287,What is not diagnostic ?,this partially fixed gross
image5287,What is present ?,granulosa cell tumor
image5287,What is present ?,female reproductive
image5287,What is present?,female reproductive
image5287,What is present?,granulosa cell tumor
image5287,What is not diagnostic?,this partially fixed gross
image5288,What is present?,mixed mesodermal tumor
image5288,Where does this part belong to?,female reproductive system
image5288,What demonstrated ?,uterus polypoid tumor
image5288,What is present ?,female reproductive
image5288,What does this image show?,opened uterus polypoid tumor demonstrated
image5288,What is present?,female reproductive
image5288,What is present ?,mixed mesodermal tumor
image5289,What does this image show?,sectioned uterus shown close-up with typical small myomas very good
image5289,What is present ?,female reproductive
image5289,What is present?,female reproductive
image5289,Where does this part belong to?,female reproductive system
image5290,Where does this part belong to?,female reproductive system
image5290,What does this image show?,ovarian cysts
image5291,What is present ?,mucinous cystadenocarcinoma
image5291,What is present ?,female reproductive
image5291,What is the excellent uterus in and thus illustrates the very large size of the ovarian tumor?,in picture
image5291,What is in picture and thus illustrates the very large size of the ovarian tumor?,the excellent uterus
image5291,Where does this belong to?,female reproductive system
image5291,What is the excellent uterus in and thus illustrates the very large size of the ovarian tumor ?,in picture
image5291,What is in picture and thus illustrates the very large size of the ovarian tumor ?,the excellent uterus
image5291,What is present?,female reproductive
image5291,What is present?,mucinous cystadenocarcinoma
image5292,What is present ?,female reproductive
image5292,Where does this belong to?,female reproductive system
image5292,What is present?,female reproductive
image5292,What does this image show?,excellent example of rather large submucous myoma
image5293,Where does this part belong to?,female reproductive system
image5293,What does this image show?,opened lesion with necrotic center not too typical
image5293,What is present?,female reproductive
image5293,What is present?,benign cystic teratoma
image5293,What is present ?,benign cystic teratoma
image5293,What is present ?,female reproductive
image5294,What is present?,female reproductive
image5294,What does this image show?,necrotic central mass with thin fibrous capsule not all that typical 91yo
image5294,What is present ?,female reproductive
image5294,Where does this part belong to?,female reproductive system
image5294,What is present?,benign cystic teratoma
image5294,What is present ?,benign cystic teratoma
image5295,What was view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries and peritoneal surface of uterus and douglas pouch outstanding photo primary in this is true bilateral krukenberg ?,in the stomach
image5295,What is present ?,female reproductive
image5295,What is present ?,krukenberg tumor
image5295,Where does this belong to?,female reproductive system
image5295,What is present?,krukenberg tumor
image5295,What was in the stomach this is true bilateral krukenberg?,peritoneal surface of uterus and douglas pouch outstanding photo primary
image5295,What is this?,true bilateral krukenberg
image5295,What does this image show?,view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries
image5295,What was peritoneal surface of uterus and douglas pouch outstanding photo primary in this is true bilateral krukenberg?,in the stomach
image5295,What was in the stomach this is true bilateral krukenberg ?,view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries and peritoneal surface of uterus and douglas pouch outstanding photo primary
image5295,What is present?,female reproductive
image5295,What is this ?,true bilateral krukenberg
image5296,Where does this belong to?,female reproductive system
image5296,What is present?,cervical leiomyoma
image5296,What is present?,female reproductive
image5296,What is present ?,cervical leiomyoma
image5296,What does this image show?,close-up of cut surface of cervical myoma which is shown in relation to cervix and vagina
image5296,What is present ?,female reproductive
image5297,What is present?,female reproductive
image5297,What is present?,mucinous cystadenocarcinoma
image5297,Where does this belong to?,female reproductive system
image5297,What does this image show?,massive lesion taken at surgery size of basketball very good
image5297,What is present ?,female reproductive
image5297,What is present ?,mucinous cystadenocarcinoma
image5298,Where does this part belong to?,female reproductive system
image5298,What is present?,female reproductive
image5298,What does this image show?,cut surface 4 cm lesion 76yobf
image5298,What is present ?,female reproductive
image5299,Where does this part belong to?,female reproductive system
image5299,What does this image show?,opened uterus with three myomas quite typical
image5299,What is present ?,female reproductive
image5299,What is present?,female reproductive
image5300,What does this image show?,gravid uterus
image5300,Where does this part belong to?,female reproductive system
image5301,When does this image show 18 hours?,after cesarean section
image5301,What is present ?,female reproductive
image5301,Where does this belong to?,female reproductive system
image5301,What does this image show?,18 hours after cesarean section
image5301,What is present?,female reproductive
image5302,Where does this part belong to?,female reproductive system
image5303,What is present ?,female reproductive
image5303,Where does this part belong to?,female reproductive system
image5303,What is present?,female reproductive
image5303,What does this image show?,fixed tissue of tuberculosis
image5303,What is present?,fallopian tube
image5303,What is present ?,fallopian tube
image5304,What is present?,intraductal Papillomatosis With Apocrine Metaplasia
image5304,What is present ?,intraductal Papillomatosis With Apocrine Metaplasia
image5305,What is present ?,metastatic Carcinoma
image5305,What is present?,metastatic Carcinoma
image5305,How does this image show metastatic choriocarcinoma?,with extensive vascularization 
image5305,What does this image show?,metastatic choriocarcinoma with extensive vascularization
image5306,What are seen ?,intraductal lesions
image5306,What is present?,papillary Intraductal Adenocarcinoma
image5306,What does this image show?,excellent invasive tumor with marked desmoplastic reaction
image5306,How does this image show excellent invasive tumor?,with marked desmoplastic reaction 
image5306,What are seen?,intraductal lesions
image5306,What is present ?,papillary Intraductal Adenocarcinoma
image5307,What does this image show?,normal breast
image5308,What is present ?,six digits
image5308,What are too short ?,newborn with renal polycystic disease legs
image5308,What does this image show?,newborn with renal polycystic disease legs are too short
image5308,What are too short?,renal polycystic disease legs
image5308,What is present?,six digits
image5309,What is present?,pulmonary osteoarthropathy
image5309,How does this image show childs hands?,with obvious clubbing 
image5309,What does this image show?,childs hands with obvious clubbing
image5309,What is present ?,pulmonary osteoarthropathy
image5310,What does this image show?,good close-up of gangrene
image5311,What is present ?,pulmonary osteoarthropathy
image5311,What shows clubbing ?,this great toe
image5311,What is present?,pulmonary osteoarthropathy
image5311,What shows clubbing?,this great toe
image5312,What does this image show?,simian crease
image5313,What does this image show?,typical gangrene
image5314,What does this image show?,22wf juvenile rheumatoid arthritis mild deformity with high arch
image5315,What does this image show?,simian crease
image5316,What does this image show?,necrosis of distal finger in a patient with panniculitis and fascitis
image5316,What streptococcus a scepticemia in a patient with scleroderma who was on high dose steroids ?,necrosis of distal finger panniculitis and fascitis
image5317,What is present ?,pulmonary osteoarthropathy
image5317,What is present?,pulmonary osteoarthropathy
image5317,What does this image show?,obvious lesion
image5318,What does this image show?,simian crease
image5319,What does this image show?,good example exposure not the best but ok Rheumatoid Arthritis
image5320,What does this image show?,club feet with marked talipes equinovarus
image5320,How does this image show club feet?,with marked talipes equinovarus 
image5321,What does this image show?,nice photo of syndactyly
image5322,What does this image show?,good example source of gout
image5323,What does this image show?,very good example of focal necrotizing lesions in distal portion of digit associated with bacterial endocarditis
image5323,What associated with bacterial endocarditis ?,very good example of focal necrotizing lesions in distal portion of digit
image5323,What is very good example of focal necrotizing lesions in distal portion of digit associated?,with bacterial endocarditis
image5324,What does this image show?,simian crease
image5325,What does this image show?,gangrene both hands due to embolism case of av canal with downs syndrome
image5325,Why does this image show gangrene both hands?,due to embolism case of av canal with downs syndrome
image5325,How does this image show gangrene both hands due to embolism case of av canal?,with downs syndrome 
image5326,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image5327,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image5328,What does this image show?,abortive glomeruli
image5328,What is present?,polycystic disease infant
image5329,"Why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis
image5329,What does this image show?,squamous metaplasia
image5330,"Why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis
image5330,What does this image show?,squamous metaplasia
image5331,What does this image show?,kidney transplant rejection
image5332,What does this image show?,kidney transplant rejection
image5333,"Why does this image show renal pelvis, squamous metaplasia?",due to chronic urolithiasis
image5333,What does this image show?,renal pelvis
image5334,What does this image show?,giant cells and fibrosis
image5335,What does this image show?,kidney glomerulus
image5336,What does this image show?,atn acute tubular necrosis
image5337,What does this image show?,pas-alcian blue
image5338,"Why does this image show renal pelvis, squamous metaplasia?",due to chronic urolithiasis
image5338,What does this image show?,renal pelvis
image5339,What is opened chest with Breast plate removed?,easily seen air bubbles
image5339,What does this image show?,opened chest with Breast plate removed easily seen air bubbles
image5339,What removed easily seen air bubbles?,opened chest with Breast plate
image5340,What does this image show?,saggital sections rather close up near if not natural color excellent example myeloma lesions in marrow
image5341,What does this image show?,frontal section of lungs and massive tumor teratocarcinoma 20yowm
image5342,What cut surface?,close-up view of tumor
image5342,What does this image show?,rather close-up view of tumor cut surface
image5342,What is close-up view of tumor cut?,tumor cut surface
image5343,What does this image show?,metastatic carcinoma surrounding cava superior caval syndrome lung carcinoma
image5344,What is present?,lymph node
image5344,What is present?,metastatic carcinoma
image5344,What does this image show?,close-up view of nodes with obvious metastatic lesions and anthracotic pigment apparently from apex right lung apparently lung primary
image5345,What does this image show?,close-up enlarge white node with focal necrosis quite good
image5345,What is present?,lymph node
image5345,How does close-up enlarge white node?,focal necrosis quite good 
image5345,What does close-up enlarge?,up enlarge white node with focal necrosis quite good
image5345,What is present?,hodgkins disease
image5346,What is present?,lymph node
image5346,What does this image show?,lung and hilar node with healed and probably calcified granulomata in hilar node
image5347,What is present?,lymph node
image5347,What does this image show?,aorta not opened surrounded by large nodes
image5347,What is aorta not opened?,surrounded by large nodes
image5347,What opened surrounded by large nodes?,aorta not
image5347,What is present?,hodgkins disease
image5348,What does this image show?,opened aorta surrounded by enlarge nodes
image5348,What is present?,lymph node
image5348,What is present?,hodgkins disease
image5349,What does this image show?,enlarged periaortic nodes with homogeneous tan tumor primary malignant carcinoid in jejunum
image5349,How does this image show enlarged periaortic nodes?,with homogeneous tan tumor primary malignant carcinoid in jejunum 
image5349,What is present?,lymph node
image5349,What is present?,metastatic carcinoid
image5350,What does this image show?,matted and fused periaortic nodes with hemorrhagic necrosis good example
image5350,What is present?,malignant lymphoma
image5350,What is present?,lymph node
image5351,What is present?,hodgkins disease
image5351,What shows matting and focal necrosis?,surface of nodes seen externally in slide
image5351,What does this image show?,excellent example cut surface of nodes seen externally in slide shows matting and focal necrosis
image5351,What cut surface of nodes seen externally in slide shows matting and focal necrosis?,excellent example
image5351,What is present?,lymph node
image5352,What is fixed tissue sectioned?,carinal nodes shown close-up nodes are filled with black pigment
image5352,What sectioned carinal nodes shown close-up nodes are filled with black pigment?,fixed tissue
image5352,What does this image show?,fixed tissue sectioned carinal nodes shown close-up nodes are filled with black pigment
image5352,What are carinal nodes shown close-up nodes with black pigment?,nodes filled
image5352,What is present?,lymph node
image5352,What is present?,anthracotic pigment
image5352,What are filled with black pigment?,carinal nodes shown close-up nodes
image5353,What does this image show?,excellent close-up of enlarged inguinal nodes with white tumor and areas of hemorrhagic necrosis
image5353,What is present?,malignant lymphoma
image5353,What is present?,lymph node
image5354,What does this image show?,poly arteritis nodosa
image5355,What does cat scan?,showing tumor mass invading superior vena ca
image5355,What does this image show?,cat scan showing tumor mass invading superior vena ca
image5355,What is present?,malignant thymoma
image5355,What is present ?,malignant thymoma
image5356,What does this image show?,sickle cell disease
image5357,What does this image show?,splenic infarcts
image5358,What does this image show?,external view of lacerations of capsule apparently done during surgical procedure
image5358,What done external view of lacerations of capsule done during ?,done surgical procedure
image5358,What done done during surgical procedure ?,external view of lacerations of capsule
image5358,What is present?,traumatic rupture
image5358,When does this image show external view of lacerations of capsule apparently done?,during surgical procedure
image5358,What is present ?,traumatic rupture
image5359,What is present?,malignant thymoma
image5359,What is invaded by the tumor ?,the superior vena cava
image5359,What is the superior vena cava invaded by ?,invaded tumor
image5359,What is the superior vena cava invaded by?,invaded tumor
image5359,What is invaded by the tumor?,the superior vena cava
image5359,What is present ?,malignant thymoma
image5360,What is present ?,chronic myelogenous leukemia
image5360,What is present ?,bone marrow
image5360,What entered into this file as normal discs slide ?,close-up view of vertebral marrow not too spectacular are well shown and
image5360,What are well shown and normal ?,not too spectacular discs
image5360,What is present?,chronic myelogenous leukemia
image5360,What is present?,bone marrow
image5360,What does this image show?,close-up view of vertebral marrow not too spectacular discs are well shown and normal also entered into file as normal discs slide
image5360,What is close-up view of vertebral marrow not too spectacular discs are well shown and normal entered?,normal entered into this file as slide
image5360,What are well shown?,not too spectacular discs
image5361,What does this image show?,large and typically shaped old infarct but far from fibrotic
image5362,What easily seen ?,congested spleen infarct
image5362,What does this image show?,congested spleen infarct easily seen
image5363,How does this image show external view?,with several tears in capsule 
image5363,What does this image show?,external view with several tears in capsule
image5364,What is this ?,a thymus
image5364,What is this?,a thymus
image5364,What does this image show?,i am not sure of diagnosis
image5365,What is present ?,metastatic carcinoma colon
image5365,What is present?,metastatic carcinoma colon
image5366,What is present ?,traumatic rupture
image5366,What is present?,traumatic rupture
image5367,What is present?,miliary tuberculosis
image5367,What is present ?,miliary tuberculosis
image5368,What does this image show?,cut surface multiple nodular lesions
image5368,What is present ?,malignant histiocytosis
image5368,What is present?,malignant histiocytosis
image5369,What is present?,accessory spleens
image5369,What is present ?,accessory spleens
image5369,What does this image show?,tail of pancreas with spleens
image5369,How does this image show tail of pancreas?,with spleens 
image5370,What does this image show?,sectioned vertebrae with no red marrow case of chronic myelogenous leukemia in blast crisis
image5370,How does this image show sectioned vertebrae?,with no red marrow case of chronic myelogenous leukemia in blast crisis 
image5370,What is present?,bone marrow
image5370,What is present ?,bone marrow
image5371,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image5372,What does this image show?,pancreatic fat necrosis
image5373,What does this image show?,pancreatic fat necrosis
image5374,What does this image show?,normal pancreas
image5375,What does this image show?,islet cell adenoma
image5376,What does this image show?,pancreatic fat necrosis
image5377,What does this image show?,cystic fibrosis
image5378,What does this image show?,cystic fibrosis
image5379,What does this image show?,cystic fibrosis
image5380,What does this image show?,normal pancreas
image5381,What does this image show?,islet cell carcinoma
image5382,What does this image show?,islet cell carcinoma
image5383,"Why does this image show pancreas, thrombi and hemorrhage?",due to disseminated intravascular coagulation dic
image5384,What does this image show?,cystic fibrosis
image5385,What does this image show?,pancreatic fat necrosis
image5386,What stain?,pancreatic islet
image5386,What does this image show?,pancreatic islet
image5387,What does this image show?,oral hairy leukoplakia
image5388,What does this image show?,angular chelitis
image5389,What does this image show?,multiple endocrine neoplasia type iib-macroglossia
image5390,What does this image show?,multiple endocrine neoplasia type iib
image5391,What does this image show?,necrotizing sialometaplasia
image5392,What does this image show?,sjogrens syndrome
image5393,What does this image show?,traumatic ulcer
image5394,What does this image show?,tetracycline induced discoloration
image5395,What does this image show?,traumatic bone cyst simple bone cyst
image5396,What does this image show?,severe abrasion
image5397,What does this image show?,hyperparathyroidism brown tumor
image5398,What does this image show?,desquamative gingivits
image5399,What does this image show?,white sponge nevus
image5400,What does this image show?,recurrent intraoral herpes simplex
image5401,What is present?,glioblastoma multiforme
image5401,What does this image show?,dr garcia tumors 15
image5402,What does this image show?,necrosis dr garcia tumors 67
image5403,What does this image show?,dr garcia tumors 51
image5404,Where is this from?,gastrointestinal system
image5404,What stain ?,"esohagus, candida, silver"
image5405,Where is this from?,gastrointestinal system
image5406,What does this image show?,carcinoma on peritoneal side of muscularis
image5406,What is present?,metastatic carcinoma
image5406,Where is this from?,gastrointestinal system
image5406,What is present ?,metastatic carcinoma
image5407,What does this image show?,tunica propria granulomas
image5407,Where is this from?,gastrointestinal system
image5408,Where is this from?,gastrointestinal system
image5409,Where is this from?,gastrointestinal system
image5410,What does this image show?,normal appendix
image5410,Where is this from?,gastrointestinal system
image5411,Where is this from?,gastrointestinal system
image5412,What does this image show?,organisms not appendix structures in photo
image5412,Where is this from?,gastrointestinal system
image5413,What does this image show?,oral dysplasia
image5413,Where is this from?,gastrointestinal system
image5414,Where is this from?,gastrointestinal system
image5415,What does this image show?,oral dysplasia
image5415,Where is this from?,gastrointestinal system
image5416,What is present?,villous adenoma
image5416,Where is this from?,gastrointestinal system
image5416,What is present ?,villous adenoma
image5417,Where is this from?,gastrointestinal system
image5417,What does this image show?,typical infiltrating adenocarcinoma extending to serosal fat
image5418,What does this image show?,pas hematoxylin
image5418,What is present?,whipples disease
image5418,What is present ?,whipples disease
image5418,Where is this from?,gastrointestinal system
image5419,Where is this from?,gastrointestinal system
image5420,What does this image show?,trophozoites in tissue
image5420,Where is this from?,gastrointestinal system
image5421,What does this image show?,typical infiltrating adenocarcinoma and normal mucosa
image5421,Where is this from?,gastrointestinal system
image5422,What does this image show?,med pas hematoxylin excellent demonstration source
image5422,What is present?,whipples disease
image5422,Where is this from?,gastrointestinal system
image5422,What is present ?,whipples disease
image5423,Where is this from?,gastrointestinal system
image5424,Where is this from?,gastrointestinal system
image5425,What is present?,whipples disease
image5425,How does this image show med alcian blue with apparently eosin counterstain enlarged villus?,many macrophages source 
image5425,What is present ?,whipples disease
image5425,Where is this from?,gastrointestinal system
image5425,What does this image show?,med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source
image5426,What is present ?,metastatic malignant melanoma
image5426,What is present?,metastatic malignant melanoma
image5426,What is present?,small intestine
image5426,What is ?,the tumor
image5426,What is present ?,small intestine
image5426,Where is this from?,gastrointestinal system
image5426,What is?,the tumor
image5426,What does this image show?,good example can tell even at what the tumor is
image5427,Where is this from?,gastrointestinal system
image5428,Where is this from?,gastrointestinal system
image5429,What is present ?,bone marrow
image5429,What is present?,bone marrow
image5429,What does this image show?,organisms are easily evident
image5430,What is present ?,bone marrow
image5430,What does this image show?,med wrights stain many pleomorphic blast cells readily seen
image5430,What is present?,acute myelogenous leukemia
image5430,What stain many pleomorphic blast cells readily seen?,med wrights
image5430,What do med wrights stain?,many pleomorphic blast cells readily seen
image5430,What do wrights stain?,many pleomorphic blast cells readily seen
image5430,What is present ?,acute myelogenous leukemia
image5430,What is present?,bone marrow
image5431,What is present?,malaria plasmodium vivax
image5431,What does this image show?,ring form
image5431,What is present ?,malaria plasmodium vivax
image5432,What is present?,lymphoid atrophy in newborn
image5432,What is present ?,lymphoid atrophy in newborn
image5432,What does this image show?,typical atrophy associated with infection in newborn
image5432,What associated with infection in newborn ?,typical atrophy
image5432,What is typical atrophy associated?,with infection in newborn
image5433,What is present ?,multiple myeloma
image5433,What is present ?,bone marrow
image5433,What is present?,multiple myeloma
image5433,What is present?,bone marrow
image5434,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image5435,What does this image show?,epithelial lesion surgical path
image5436,What induce involution in baby with hyaline membrane disease ?,"thymus, stress"
image5436,"What do thymus , stress induce?",involution in baby with hyaline membrane disease
image5436,How do stress induce involution in baby?,hyaline membrane disease 
image5436,What do stress induce?,involution in baby with hyaline membrane disease
image5437,What is present?,Erythrophagocytosis new born
image5437,What is present ?,Erythrophagocytosis new born
image5438,What does this image show?,wrights typical plasma cells
image5438,What is present?,bone marrow
image5438,What is present?,multiple myeloma
image5438,What is present ?,bone marrow
image5438,What is present ?,multiple myeloma
image5439,What does this image show?,two basophilic bodies and periarterial fibrosis excellent example of rarely seen lupus lesion
image5439,What is present?,lupus erythematosus basophilic bodies and periarterial fibrosis
image5439,What is present ?,lupus erythematosus basophilic bodies and periarterial fibrosis
image5440,What is present?,plasma cell
image5440,How does this image show typical cells?,with some pleomorphism suspicious for multiple myeloma source unknown 
image5440,What is present?,bone marrow
image5440,What is present ?,plasma cell
image5440,What is present ?,bone marrow
image5440,What does this image show?,typical cells with some pleomorphism suspicious for multiple myeloma source unknown
image5441,What is present ?,bone marrow
image5441,What does this image show?,iron stain excellent example source unknown
image5441,What is present?,bone marrow
image5442,What is present ?,candida in peripheral blood
image5442,What is present?,candida in peripheral blood
image5443,What died of viral pneumonia likely to have been influenzae ?,well seen atypical cells surrounding splenic arteriole man
image5443,What is present ?,immunoblastic reaction characteristic of viral infection
image5443,What is well seen atypical cells surrounding splenic arteriole man died?,of viral pneumonia likely to have been influenzae
image5443,What is present?,immunoblastic reaction characteristic of viral infection
image5443,What is well seen atypical cells surrounding splenic arteriole man probably died?,of viral pneumonia likely to have been influenzae
image5443,What does this image show?,well seen atypical cells surrounding splenic arteriole man probably died of viral pneumonia likely to have been influenzae
image5443,What died of viral pneumonia likely to have been influenzae?,well seen atypical cells surrounding splenic arteriole man probably
image5444,What is present ?,bone marrow
image5444,What is present?,bone marrow
image5445,What does this image show?,x-ray infant
image5446,What does this image show?,x-ray typical lesion
image5447,What are 7182 and 7183 lesion?,gross postmortx-rays of this
image5447,When does this image show x-ray of pelvis?,during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays lesion
image5447,What does this image show?,x-ray of pelvis during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays of lesion
image5447,What are gross and postmortx-rays of this lesion?,7182 7183
image5448,What does this image show?,x-ray infant t12 lesion
image5449,What does this image show?,wernicke 's encephalopathy
image5450,What does this image show?,brain abscess
image5451,What does this image show?,brain abscess
image5452,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image5453,What does this image show?,intraventricular hemorrhage
